16943,[2 1 1 0 2 0 2 1 2],0,1
8683,[1 2 1 0 2 2 2 0 1],-1,-1
11521,[1 0 2 0 1 2 0 2 1],0,1
6304,[1 1 1 2 2 1 2 2 0],0,1
8177,[2 1 2 2 1 0 2 0 1],0,1
14068,[1 0 0 2 2 0 1 0 2],-2,-3
19564,[1 2 1 1 1 2 2 2 2],0,1
15001,[1 2 1 0 2 1 2 0 2],-2,-1
12195,[0 0 2 1 0 2 1 2 1],-2,-2
17596,[1 0 2 0 1 0 0 2 2],-1,-1
18324,[0 0 2 0 1 0 1 2 2],-2,-3
2490,[0 2 0 2 0 1 0 1 0],0,2
12965,[2 1 0 0 1 2 2 2 1],-2,-1
17653,[1 1 2 2 1 0 0 2 2],0,-1
3840,[0 2 0 1 2 0 2 1 0],0,-3
15847,[1 2 2 1 0 2 0 1 2],0,1
5918,[2 1 0 0 1 0 2 2 0],1,-1
16005,[0 1 2 1 2 2 0 1 2],0,1
2648,[2 0 0 2 2 1 0 1 0],-1,-1
794,[2 0 1 2 0 0 1 0 0],0,2
13603,[1 1 2 2 2 1 0 0 2],-2,-1
614,[2 0 2 1 1 2 0 0 0],-1,-1
17917,[1 2 1 0 2 1 0 2 2],0,1
12209,[2 1 0 2 0 2 1 2 1],-2,-1
17893,[1 0 2 2 1 1 0 2 2],-2,-1
6770,[2 0 2 1 2 0 0 0 1],-1,-1
462,[0 1 0 2 2 1 0 0 0],0,-2
12402,[0 0 1 0 0 0 2 2 1],0,-3
16515,[0 0 2 2 2 1 1 1 2],-2,-1
10680,[0 2 1 2 2 1 2 1 1],0,1
5162,[2 1 0 2 0 0 1 2 0],-2,-3
1602,[0 0 1 2 1 0 2 0 0],2,0
134,[2 2 2 1 1 0 0 0 0],0,1
16877,[2 0 0 1 1 0 2 1 2],0,-1
16499,[2 0 0 2 2 1 1 1 2],0,1
8334,[0 0 2 2 0 1 2 0 1],-1,-1
4974,[0 2 0 1 1 2 0 2 0],0,-2
14838,[0 2 1 0 0 1 2 0 2],-1,-3
16691,[2 1 0 0 2 2 1 1 2],0,1
18313,[1 2 0 0 1 0 1 2 2],0,-1
11415,[0 1 2 2 2 1 0 2 1],-2,-1
1760,[2 1 0 2 0 1 2 0 0],0,1
50,[2 1 2 1 0 0 0 0 0],0,-2
2777,[2 1 2 0 1 2 0 1 0],-1,1
15612,[0 2 0 2 0 1 0 1 2],-2,-3
16743,[0 1 0 2 2 2 1 1 2],0,1
11717,[2 2 2 1 0 0 1 2 1],0,1
6581,[2 0 2 0 0 0 0 0 1],-1,0
1632,[0 1 1 0 2 0 2 0 0],0,-2
12142,[1 0 2 2 2 1 1 2 1],1,0
18739,[1 0 0 1 0 2 1 2 2],-1,1
2612,[2 0 2 0 2 1 0 1 0],-1,-1
18425,[2 0 1 1 2 0 1 2 2],0,1
1539,[0 0 0 0 1 0 2 0 0],0,-1
17269,[1 2 1 0 0 2 2 1 2],-1,-1
16003,[1 0 2 1 2 2 0 1 2],0,1
18436,[1 1 2 1 2 0 1 2 2],0,1
12497,[2 1 2 0 1 0 2 2 1],-1,-1
14596,[1 2 1 0 0 0 2 0 2],-2,-3
1703,[2 0 0 0 0 1 2 0 0],-1,0
12304,[1 0 2 2 1 2 1 2 1],0,1
5335,[1 2 1 2 2 0 1 2 0],0,1
808,[1 2 2 2 0 0 1 0 0],0,-2
16782,[0 2 1 0 0 0 2 1 2],-2,-3
1666,[1 0 2 1 2 0 2 0 0],0,1
19036,[1 0 0 0 1 0 2 2 2],0,1
4499,[2 2 1 1 1 0 0 2 0],0,-1
19255,[1 1 0 2 0 1 2 2 2],0,1
4968,[0 0 0 1 1 2 0 2 0],0,2
18603,[0 0 0 2 1 1 1 2 2],-2,-2
5859,[0 0 0 1 0 0 2 2 0],-1,0
4855,[1 1 2 2 2 1 0 2 0],-2,-1
8483,[2 1 0 2 2 1 2 0 1],0,1
4461,[0 2 0 0 1 0 0 2 0],1,0
18687,[0 1 0 2 2 1 1 2 2],-2,-1
6037,[1 2 1 1 2 0 2 2 0],0,1
11041,[1 2 2 0 1 0 0 2 1],0,1
4460,[2 1 0 0 1 0 0 2 0],2,0
4510,[1 0 0 2 1 0 0 2 0],-2,0
11469,[0 1 2 1 0 2 0 2 1],-2,-2
17750,[2 0 1 0 0 1 0 2 2],-1,-1
3625,[1 2 0 2 2 2 1 1 0],0,1
2778,[0 2 2 0 1 2 0 1 0],-1,-1
3949,[1 2 0 2 0 1 2 1 0],-2,-2
13985,[2 2 2 1 1 0 1 0 2],0,1
163,[1 0 0 0 2 0 0 0 0],0,-1
4101,[0 2 2 1 2 1 2 1 0],0,1
15729,[0 2 1 0 2 1 0 1 2],2,0
1487,[2 0 0 1 0 0 2 0 0],-2,0
8286,[0 2 2 0 0 1 2 0 1],-1,-1
18291,[0 1 1 2 0 0 1 2 2],-1,-1
13903,[1 2 2 1 0 0 1 0 2],-1,1
13287,[0 1 0 0 2 0 0 0 2],-1,0
2808,[0 0 0 2 1 2 0 1 0],0,-3
17372,[2 0 1 1 1 2 2 1 2],-1,0
16697,[2 0 1 0 2 2 1 1 2],0,1
8118,[0 0 2 0 1 0 2 0 1],0,-2
15195,[0 1 2 1 1 2 2 0 2],0,1
4773,[0 1 2 2 1 1 0 2 0],0,-2
17563,[1 1 1 2 0 0 0 2 2],-1,1
4125,[0 1 2 2 2 1 2 1 0],0,1
13500,[0 0 0 2 1 1 0 0 2],2,0
14842,[1 0 2 0 0 1 2 0 2],-1,-1
3131,[2 2 2 1 2 0 1 1 0],0,1
9257,[2 1 2 0 0 2 0 1 1],0,-1
14563,[1 0 1 2 2 2 1 0 2],0,1
5525,[2 2 1 0 2 1 1 2 0],0,1
15031,[1 0 2 1 2 1 2 0 2],0,1
10883,[2 0 0 1 2 2 2 1 1],-2,-1
16819,[1 2 2 1 0 0 2 1 2],0,-1
16254,[0 0 0 2 2 0 1 1 2],-1,-1
4902,[0 2 1 1 0 2 0 2 0],-2,-3
952,[1 2 0 2 2 0 1 0 0],-1,-1
624,[0 1 0 2 1 2 0 0 0],0,-3
1776,[0 1 2 2 0 1 2 0 0],-1,-1
15871,[1 1 2 2 0 2 0 1 2],0,1
5760,[0 0 1 0 2 2 1 2 0],1,-1
18529,[1 2 0 2 0 1 1 2 2],-2,-1
4418,[2 2 1 1 0 0 0 2 0],0,-2
13624,[1 2 1 0 0 2 0 0 2],0,-2
15894,[0 0 2 0 1 2 0 1 2],0,1
9647,[2 2 0 0 2 0 1 1 1],0,1
12691,[1 0 0 2 0 1 2 2 1],0,-1
1986,[0 2 1 1 0 2 2 0 0],-2,-3
2147,[2 1 1 1 2 2 2 0 0],-2,-1
8603,[2 2 1 0 1 2 2 0 1],-2,-1
16046,[2 2 0 0 0 0 1 1 2],-1,-1
135,[0 0 0 2 1 0 0 0 0],0,-2
5150,[2 0 2 1 0 0 1 2 0],-1,-3
5781,[0 1 0 1 2 2 1 2 0],-1,-2
17443,[1 0 0 1 2 2 2 1 2],-2,-1
513,[0 0 0 1 0 2 0 0 0],0,-2
1274,[2 1 0 2 0 2 1 0 0],0,-2
16307,[2 2 2 0 0 1 1 1 2],0,1
17152,[1 2 0 2 1 1 2 1 2],-1,0
17142,[0 2 2 1 1 1 2 1 2],0,1
12341,[2 0 0 1 2 2 1 2 1],-1,-1
17353,[1 0 2 0 1 2 2 1 2],0,1
12587,[2 1 0 1 2 0 2 2 1],-2,-1
13417,[1 2 2 1 0 1 0 0 2],0,-1
4775,[2 1 2 2 1 1 0 2 0],-1,-1
11672,[2 2 0 0 0 0 1 2 1],-1,-1
8588,[2 0 0 0 1 2 2 0 1],-2,-3
11345,[2 1 0 0 2 1 0 2 1],-2,-2
12308,[2 1 2 2 1 2 1 2 1],-1,1
13952,[2 0 2 0 1 0 1 0 2],-1,-1
16778,[2 0 1 0 0 0 2 1 2],-1,-1
6723,[0 0 0 0 2 0 0 0 1],0,-1
8013,[0 1 2 2 2 2 1 0 1],0,1
10214,[2 2 0 0 0 0 2 1 1],-1,-1
6096,[0 1 2 0 0 1 2 2 0],-1,-1
19570,[1 1 2 1 1 2 2 2 2],0,1
17995,[1 1 1 0 0 2 0 2 2],-1,1
12654,[0 0 2 0 0 1 2 2 1],0,-2
7216,[1 2 0 0 2 2 0 0 1],-1,-1
19235,[2 0 1 1 0 1 2 2 2],0,1
18868,[1 1 2 2 1 2 1 2 2],0,1
1445,[2 1 1 2 2 2 1 0 0],0,1
5635,[1 0 2 1 0 2 1 2 0],-1,1
11089,[1 0 2 2 1 0 0 2 1],0,1
15627,[0 1 2 2 0 1 0 1 2],0,-2
3750,[0 2 2 0 1 0 2 1 0],0,-3
1774,[1 0 2 2 0 1 2 0 0],-2,-3
16768,[1 0 0 0 0 0 2 1 2],0,-2
4836,[0 1 0 2 2 1 0 2 0],0,-2
19363,[1 1 0 0 2 1 2 2 2],0,1
4771,[1 0 2 2 1 1 0 2 0],-2,-2
6965,[2 2 2 2 1 1 0 0 1],0,1
1290,[0 1 2 2 0 2 1 0 0],-1,-1
4986,[0 0 2 1 1 2 0 2 0],-2,-3
8638,[1 2 2 1 1 2 2 0 1],0,1
16975,[1 0 2 1 2 0 2 1 2],0,1
17928,[0 0 0 1 2 1 0 2 2],-1,-1
8442,[0 0 2 0 2 1 2 0 1],0,1
10781,[2 2 0 0 1 2 2 1 1],-1,-1
5399,[2 2 2 1 0 1 1 2 0],0,1
10148,[2 1 2 0 2 2 1 1 1],0,1
11467,[1 0 2 1 0 2 0 2 1],0,-1
9465,[0 2 1 2 2 2 0 1 1],0,1
9960,[0 2 2 2 2 1 1 1 1],0,1
19402,[1 2 1 1 2 1 2 2 2],0,1
13192,[1 2 1 2 0 0 0 0 2],-2,-3
6883,[1 2 2 2 0 1 0 0 1],0,-2
1642,[1 1 2 0 2 0 2 0 0],0,1
16853,[2 1 0 0 1 0 2 1 2],0,1
16196,[2 1 2 2 1 0 1 1 2],0,1
14791,[1 1 2 1 2 0 2 0 2],0,1
18095,[2 1 0 1 1 2 0 2 2],-1,-1
18379,[1 0 2 2 1 0 1 2 2],-2,-1
14321,[2 0 1 2 2 1 1 0 2],0,1
11459,[2 0 1 1 0 2 0 2 1],-2,-2
18531,[0 0 1 2 0 1 1 2 2],0,-2
7094,[2 0 2 1 0 2 0 0 1],-2,-3
12550,[1 1 2 2 1 0 2 2 1],0,1
14353,[1 2 1 0 0 2 1 0 2],0,-1
10118,[2 0 2 2 1 2 1 1 1],0,1
2880,[0 0 2 1 2 2 0 1 0],-1,-1
14893,[1 2 1 2 0 1 2 0 2],-2,-1
2652,[0 2 0 2 2 1 0 1 0],0,-2
11391,[0 2 2 1 2 1 0 2 1],0,1
9944,[2 2 0 2 2 1 1 1 1],0,1
18700,[1 2 1 2 2 1 1 2 2],0,1
5506,[1 2 2 2 1 1 1 2 0],-1,0
63,[0 0 1 2 0 0 0 0 0],2,0
13921,[1 2 1 2 0 0 1 0 2],0,-2
13054,[1 1 1 0 2 2 2 2 1],0,1
12156,[0 2 0 0 0 2 1 2 1],0,-2
4309,[1 2 1 0 2 2 2 1 0],-2,-1
12848,[2 1 2 1 2 1 2 2 1],0,1
3077,[2 2 2 2 1 0 1 1 0],0,1
1434,[0 1 0 2 2 2 1 0 0],1,1
8774,[2 2 2 0 0 0 0 1 1],0,1
5722,[1 2 2 1 1 2 1 2 0],0,1
10739,[2 0 2 1 0 2 2 1 1],0,-1
3629,[2 0 1 2 2 2 1 1 0],0,1
15920,[2 2 1 1 1 2 0 1 2],-1,0
2328,[0 2 0 2 1 0 0 1 0],0,2
6798,[0 1 2 2 2 0 0 0 1],-1,-1
6983,[2 2 1 0 2 1 0 0 1],-1,1
13471,[1 2 2 0 1 1 0 0 2],-2,-2
16812,[0 0 2 1 0 0 2 1 2],-1,-1
14331,[0 1 2 2 2 1 1 0 2],-2,-1
4957,[1 2 1 0 1 2 0 2 0],0,-1
4442,[2 1 1 2 0 0 0 2 0],-1,-3
14433,[0 2 1 0 1 2 1 0 2],-1,1
1609,[1 2 1 2 1 0 2 0 0],-2,-2
4525,[1 2 1 2 1 0 0 2 0],0,-1
18470,[2 0 0 0 0 1 1 2 2],0,-2
1756,[1 0 0 2 0 1 2 0 0],-2,0
5270,[2 1 0 0 2 0 1 2 0],0,-3
15413,[2 1 2 0 1 0 0 1 2],0,1
16275,[0 1 2 2 2 0 1 1 2],0,-1
12518,[2 2 1 1 1 0 2 2 1],-1,0
4782,[0 1 0 0 2 1 0 2 0],0,-2
1560,[0 1 2 0 1 0 2 0 0],0,-4
1477,[1 0 2 0 0 0 2 0 0],-1,0
16559,[2 2 0 1 0 2 1 1 2],-1,-1
12571,[1 2 1 0 2 0 2 2 1],0,1
11466,[0 0 2 1 0 2 0 2 1],0,-2
17075,[2 0 1 2 0 1 2 1 2],0,1
4375,[1 0 0 0 0 0 0 2 0],2,0
5592,[0 1 0 0 0 2 1 2 0],-2,0
15356,[2 0 2 1 0 0 0 1 2],-1,-1
1188,[0 0 0 2 2 1 1 0 0],0,-4
17870,[2 1 2 1 1 1 0 2 2],0,1
4217,[2 1 0 0 1 2 2 1 0],-1,1
14481,[0 0 1 2 1 2 1 0 2],0,1
