oxxox--xo,1
o--xx--xo,-1
oxoxx--xo,1
ooxxx--xo,-1
xxo--o-xo,1
x-x--o-xo,-3
-xx--o-xo,-1
xxxo-o-xo,1
x-ox-o-xo,1
-xox-o-xo,1
--xx-o-xo,-3
xxx-oo-xo,1
-x-xoo-xo,-1
x-xxoo-xo,-1
-x--xo-xo,1
x-o-xo-xo,1
--x-xo-xo,-1
oxx-xo-xo,1
xx-oxo-xo,1
x-xoxo-xo,-1
-xxoxo-xo,1
ox-xxo-xo,1
--oxxo-xo,1
o-xxxo-xo,-1
o-xo-x-xo,-1
xoox-x-xo,-1
ox--ox-xo,1
-xo-ox-xo,-1
o-x-ox-xo,1
xxooox-xo,-1
xoxoox-xo,-1
o--xox-xo,1
--oxox-xo,-1
o---xx-xo,-1
--o-xx-xo,-1
oxo-xx-xo,1
oox-xx-xo,-1
ox-oxx-xo,1
xoooxx-xo,-1
-xooxx-xo,1
oo-xxx-xo,1
o-oxxx-xo,1
-ooxxx-xo,1
xx----oxo,-1
-xx---oxo,-1
xxxo--oxo,1
x-ox--oxo,-1
xxx-o-oxo,1
-x-xo-oxo,-1
xoxxo-oxo,-1
-x--x-oxo,1
xxo-x-oxo,1
oxx-x-oxo,1
xx-ox-oxo,1
xoxox-oxo,-1
-xxox-oxo,1
---xx-oxo,-1
ox-xx-oxo,1
-xoxx-oxo,1
o-xxx-oxo,-1
xxx--ooxo,1
xxox-ooxo,1
-xxx-ooxo,-1
xx--xooxo,1
xox-xooxo,-1
-xx-xooxo,1
xo-xxooxo,-1
-x-xxooxo,1
-oxxxooxo,-1
xoxxxooxo,0
o-x--xoxo,-1
xx-o-xoxo,-1
oxxo-xoxo,1
-x--oxoxo,-1
xox-oxoxo,-1
---xoxoxo,-1
xo-xoxoxo,-1
-oxxoxoxo,-1
xoxxoxoxo,0
----xxoxo,-1
ox--xxoxo,1
x-o-xxoxo,-1
-xo-xxoxo,1
xo-oxxoxo,-1
-x-oxxoxo,1
-oxoxxoxo,-1
xoxoxxoxo,0
o--xxxoxo,1
-o-xxxoxo,1
--oxxxoxo,1
--o---xxo,-3
oo-x--xxo,-1
o-ox--xxo,-1
xoox--xxo,1
ox--o-xxo,1
-xo-o-xxo,-1
o-x-o-xxo,1
-x-oo-xxo,-1
xxooo-xxo,-1
--xoo-xxo,-1
xoxoo-xxo,-1
o--xo-xxo,1
xo-xo-xxo,1
x-oxo-xxo,1
o---x-xxo,-1
-oo-x-xxo,-1
oxo-x-xxo,1
oox-x-xxo,1
---ox-xxo,-1
ox-ox-xxo,1
xooox-xxo,-1
-xoox-xxo,1
o-xox-xxo,1
-oxox-xxo,1
-----oxxo,-3
x-o--oxxo,1
-xo--oxxo,1
xox--oxxo,-1
x--o-oxxo,-1
xxoo-oxxo,1
o--x-oxxo,-1
xo-x-oxxo,1
--ox-oxxo,1
oxox-oxxo,1
-oxx-oxxo,-1
-x--ooxxo,-1
--x-ooxxo,-1
x--xooxxo,1
ox--xoxxo,1
--o-xoxxo,1
o-x-xoxxo,1
-ox-xoxxo,1
-x-oxoxxo,1
--xoxoxxo,1
oo---xxxo,-1
o-o--xxxo,-1
ooox-xxxo,1
o---oxxxo,1
xo-ooxxxo,-1
x-oooxxxo,-1
-xoooxxxo,-1
xxoooxxxo,0
-oxooxxxo,-1
xoxooxxxo,0
o--oxxxxo,-1
-oooxxxxo,-1
xoooxxxxo,0
-ox-----x,1
--xo----x,1
xoxo----x,-1
xoox----x,-1
ooxx----x,-3
xxooo---x,-1
xoo-x---x,1
oox-x---x,-1
xo-ox---x,1
x-oox---x,1
-xoox---x,-1
-oxox---x,-1
oooxx---x,1
oxxo-o--x,-1
xo-x-o--x,-1
x-ox-o--x,-1
-xox-o--x,-3
xxo-oo--x,-1
xox-oo--x,-1
xx-ooo--x,1
x-xooo--x,1
-xxooo--x,1
xo--xo--x,1
x-o-xo--x,1
-xo-xo--x,-1
-ox-xo--x,-1
x--oxo--x,1
-x-oxo--x,-1
xxooxo--x,1
--xoxo--x,-1
xoxoxo--x,1
xooxxo--x,1
o-o--x--x,-3
-oo--x--x,-1
oox--x--x,1
xo-o-x--x,-1
o-xo-x--x,1
-oxo-x--x,1
ooox-x--x,1
xoo-ox--x,-1
o-x-ox--x,1
-ox-ox--x,1
--xoox--x,1
xoxoox--x,1
oxxoox--x,1
o-oxox--x,-1
-ooxox--x,-1
ooxxox--x,1
ooo-xx--x,1
-o-oxx--x,-1
o-ooxx--x,-1
xoooxx--x,1
ooxoxx--x,1
xox---o-x,-1
xx-o--o-x,-1
x-xo--o-x,-1
oxxo--o-x,1
xxo-o-o-x,1
x-x-o-o-x,-1
-xx-o-o-x,-1
xxxoo-o-x,1
xo-xo-o-x,-1
x-oxo-o-x,1
-xoxo-o-x,1
xo--x-o-x,1
x-o-x-o-x,1
-xo-x-o-x,-1
-ox-x-o-x,-1
x--ox-o-x,1
ox-ox-o-x,1
xxoox-o-x,1
o-xox-o-x,1
xoxox-o-x,1
-o-xx-o-x,-1
--oxx-o-x,-1
xooxx-o-x,1
oxoxx-o-x,-1
xx---oo-x,-1
x-x--oo-x,-1
xxxo-oo-x,1
xxx-ooo-x,1
xoxxooo-x,-1
oxxxooo-x,-1
x---xoo-x,1
-x--xoo-x,-1
xxo-xoo-x,1
xox-xoo-x,1
xx-oxoo-x,1
x-xoxoo-x,1
xo-xxoo-x,1
x-oxxoo-x,1
-xoxxoo-x,-1
ooxxxoo-x,-1
xo---xo-x,-1
oxo--xo-x,-1
o-x--xo-x,1
-ox--xo-x,1
x--o-xo-x,-1
ox-o-xo-x,1
-xoo-xo-x,-1
--xo-xo-x,1
xoxo-xo-x,1
o--x-xo-x,-1
-o-x-xo-x,-1
ooxx-xo-x,1
x-o-oxo-x,1
-xo-oxo-x,1
--x-oxo-x,1
xox-oxo-x,1
oxx-oxo-x,1
x-xooxo-x,1
-xxooxo-x,1
--oxoxo-x,1
o-xxoxo-x,1
-oxxoxo-x,1
-o--xxo-x,-1
--o-xxo-x,-1
xoo-xxo-x,1
oox-xxo-x,1
o--oxxo-x,1
xo-oxxo-x,1
x-ooxxo-x,1
-oxoxxo-x,1
oo-xxxo-x,1
o-oxxxo-x,1
-ooxxxo-x,1
xoo---x-x,-1
oox---x-x,-1
---o--x-x,1
xo-o--x-x,-1
ox-o--x-x,-3
x-oo--x-x,-1
o-xo--x-x,-1
-oxo--x-x,-1
ooox--x-x,1
x-o-o-x-x,-1
o-x-o-x-x,-1
--oxo-x-x,-1
xooxo-x-x,1
ooo-x-x-x,1
o--ox-x-x,-1
-o-ox-x-x,-1
--oox-x-x,-1
xooox-x-x,1
ooxox-x-x,1
-----ox-x,1
xo---ox-x,-1
x-o--ox-x,-1
-xo--ox-x,-3
o-x--ox-x,-1
-ox--ox-x,-1
-o-x-ox-x,-1
--ox-ox-x,-1
xoox-ox-x,1
ooxx-ox-x,-1
x--ooox-x,1
-x-ooox-x,1
--xooox-x,1
---xoox-x,-1
xo-xoox-x,1
x-oxoox-x,1
-xoxoox-x,-1
o---xox-x,-1
-o--xox-x,-1
--o-xox-x,-1
xoo-xox-x,1
oox-xox-x,1
---oxox-x,-1
xo-oxox-x,1
ox-oxox-x,-1
x-ooxox-x,1
-xooxox-x,-1
o-xoxox-x,1
-oxoxox-x,1
ooo--xx-x,1
o--o-xx-x,-1
-o-o-xx-x,-1
xooo-xx-x,-1
ooxo-xx-x,1
o---oxx-x,-1
oox-oxx-x,1
---ooxx-x,-1
ox-ooxx-x,-1
o-xooxx-x,1
-oxooxx-x,1
--x----ox,1
xx-o---ox,-1
x-xo---ox,-1
-xxo---ox,-1
x-ox---ox,-1
xox-o--ox,1
-xx-o--ox,-1
xxxoo--ox,1
xo-xo--ox,1
-oxxo--ox,1
xo--x--ox,1
x-o-x--ox,1
o-x-x--ox,-1
-ox-x--ox,-1
x--ox--ox,1
xxoox--ox,1
--xox--ox,-1
xoxox--ox,1
-o-xx--ox,-1
--oxx--ox,-1
xooxx--ox,1
ooxxx--ox,-1
xx---o-ox,-1
x-x--o-ox,-1
xxxo-o-ox,1
x--x-o-ox,-1
xxox-o-ox,-1
xxx-oo-ox,1
xx-xoo-ox,-1
oxxxoo-ox,-1
x---xo-ox,1
xxo-xo-ox,1
--x-xo-ox,-1
xox-xo-ox,1
xx-oxo-ox,1
x-xoxo-ox,1
-xxoxo-ox,-1
xo-xxo-ox,1
x-oxxo-ox,1
oxoxxo-ox,-1
-oxxxo-ox,-1
-----x-ox,1
o-x--x-ox,1
-ox--x-ox,1
x--o-x-ox,-1
--xo-x-ox,1
xoxo-x-ox,1
oxxo-x-ox,1
o--x-x-ox,-1
ooxx-x-ox,1
xo--ox-ox,1
x-o-ox-ox,-1
--x-ox-ox,1
oxx-ox-ox,1
xxooox-ox,-1
x-xoox-ox,1
-xxoox-ox,1
-o-xox-ox,1
--oxox-ox,-1
oxoxox-ox,-1
o-xxox-ox,1
o---xx-ox,-1
-o--xx-ox,-1
--o-xx-ox,-1
xoo-xx-ox,1
oox-xx-ox,1
---oxx-ox,-1
xo-oxx-ox,1
x-ooxx-ox,1
oxooxx-ox,-1
o-xoxx-ox,1
-oxoxx-ox,1
oo-xxx-ox,1
o-oxxx-ox,1
-ooxxx-ox,1
xx----oox,-1
x-x---oox,-1
-xx---oox,-1
xxxo--oox,1
-x-x--oox,-3
--xx--oox,-3
xxx-o-oox,1
x--xo-oox,-1
-xxxo-oox,-1
x---x-oox,1
xxo-x-oox,1
--x-x-oox,-1
xox-x-oox,1
xx-ox-oox,1
x-xox-oox,1
---xx-oox,-1
xo-xx-oox,1
x-oxx-oox,1
-xoxx-oox,-1
-oxxx-oox,-1
xxx--ooox,1
xx-x-ooox,-1
x-xx-ooox,-1
xx--xooox,1
x-x-xooox,1
oxx-xooox,-1
x--xxooox,1
ox-xxooox,-1
o-xxxooox,-1
oxxxxooox,0
x----xoox,-1
-x---xoox,-3
--x--xoox,1
xox--xoox,1
oxx--xoox,1
xx-o-xoox,-1
x-xo-xoox,1
-xxo-xoox,1
---x-xoox,-1
ox-x-xoox,-1
o-xx-xoox,1
-oxx-xoox,1
x-x-oxoox,1
-xx-oxoox,1
--xxoxoox,1
----xxoox,-1
xo--xxoox,1
x-o-xxoox,1
-xo-xxoox,-1
o-x-xxoox,1
-ox-xxoox,1
x--oxxoox,1
--xoxxoox,1
o--xxxoox,1
-o-xxxoox,1
--oxxxoox,1
x-o---xox,-1
o-x---xox,-1
--xo--xox,-1
oxxo--xox,-1
oo-x--xox,-1
xoox--xox,1
xo--o-xox,1
-ox-o-xox,1
x--oo-xox,-1
xxooo-xox,-1
-o-xo-xox,1
x-oxo-xox,1
oxoxo-xox,-1
-o--x-xox,-1
xoo-x-xox,1
oox-x-xox,1
---ox-xox,-1
xo-ox-xox,1
x-oox-xox,1
oxoox-xox,-1
o-xox-xox,1
-oxox-xox,1
x----oxox,-1
xxo--oxox,-1
xo-x-oxox,1
x-ox-oxox,1
--x-ooxox,-1
oxx-ooxox,-1
x--xooxox,1
ox-xooxox,-1
o-xxooxox,-1
oxxxooxox,0
----xoxox,-1
xo--xoxox,1
x-o-xoxox,1
oxo-xoxox,-1
o-x-xoxox,1
-ox-xoxox,1
x--oxoxox,1
-x-oxoxox,-1
--xoxoxox,1
-o-xxoxox,-1
o-oxxoxox,-1
oxoxxoxox,0
-oo--xxox,-1
oox--xxox,1
o-xo-xxox,1
-oxo-xxox,1
ooox-xxox,1
-o--oxxox,1
oxo-oxxox,-1
o-x-oxxox,1
x-oooxxox,-1
-xoooxxox,-1
xxoooxxox,0
--xooxxox,1
o-oxoxxox,-1
oxoxoxxox,0
-o-oxxxox,-1
o-ooxxxox,-1
oxooxxxox,0
--o----xx,1
xoo----xx,-1
oxo----xx,-1
oox----xx,-1
xo-o---xx,-1
x-oo---xx,-1
-xoo---xx,-1
-oxo---xx,-1
ooox---xx,1
o-x-o--xx,-1
-ox-o--xx,-1
ooxxo--xx,-1
